Parcel_ID,State,Land_Use_Type,Area_Hectares,Carbon_Tons_per_Ha,Carbon_Value_INR,Flood_Mitigation_Value_INR,Water_Filtration_Value_INR,Pollination_Value_INR,Biodiversity_Index,Biodiversity_Value_INR,Total_Ecosystem_Value_INR,Development_Profit_INR,Discount_Rate,Time_Horizon_Years,NPV_Environment_INR,NPV_Development_INR,Environmental_ROI,Financial_ROI
143,Odisha,Forest,426.35,128.84,219723736.0,7254202.18,4136149.77,3590774.57,0.46,3922420.0,238627282.52,93585546.66,0.081,10,220746792.34,86573123.64,1.3588,-0.6372
144,Maharashtra,Agriculture,137.18,220.87,121195786.4,3420672.54,1448603.49,1187325.21,0.85,2332060.0,129584447.64,31152308.29,0.105,30,96043073.11,23088908.25,2.083,-0.8218
145,West Bengal,Industrial,350.25,173.23,242695230.0,7167965.88,4127807.04,850212.94,0.86,6024300.0,260865515.86,93853298.9,0.033,10,252531961.14,90855081.22,1.6907,-0.6517
146,Odisha,Grassland,413.78,40.93,67744061.6,5535536.99,4826995.0,1012453.07,0.81,6703236.0,85822282.66,106769120.04,0.076,20,74126845.49,92219151.23,-0.3057,0.0745
147,Uttar Pradesh,Forest,8.16,78.89,2574969.6,166653.09,120404.23,54560.39,0.39,63648.0,2980235.31,1701371.63,0.079,10,2762034.58,1576804.11,0.6234,-0.4709
148,Assam,Grassland,391.02,35.68,55806374.4,9394528.26,3533438.75,3779962.2,0.46,3597384.0,76111687.61,81392953.16,0.114,40,49420892.97,52850127.92,-0.3928,-0.3056
149,Odisha,Industrial,55.74,234.93,52379992.8,1237268.75,160636.09,206721.38,0.73,813804.0,54798423.02,3725530.63,0.082,20,46807294.48,3182245.03,11.5639,-0.9419
150,Maharashtra,Grassland,176.21,159.02,112083656.8,1082555.09,2348875.51,1720056.42,0.93,3277506.0,120512649.82,41834537.32,0.042,40,102226092.34,35486575.74,1.4436,-0.7055
151,Odisha,Forest,380.34,15.9,24189624.0,2112061.79,2360744.84,2052994.96,0.78,5933304.0,36648729.59,83988140.88,0.07,10,34251149.15,78493589.61,-0.5922,1.1418
152,Odisha,Barren Land,140.45,249.31,140062358.0,2198679.1,1105065.0,347278.69,0.8,2247200.0,145960580.79,31379417.15,0.05,40,120082131.04,25815924.15,2.8268,-0.8231
153,Karnataka,Urban,45.78,173.32,31738358.4,977988.08,254187.67,437554.8,0.31,283836.0,33691924.95,7237071.8,0.115,30,24305313.24,5220814.7,2.3584,-0.845
154,Tamil Nadu,Urban,212.77,163.25,138938810.0,3178754.0,1184021.99,2097018.32,0.51,2170254.0,147568858.31,58197871.89,0.051,30,127112005.03,50130144.46,1.1841,-0.6603
155,Assam,Industrial,110.49,17.47,7721041.2,2352516.69,750320.18,970016.49,0.55,1215390.0,13009284.56,32268422.96,0.047,40,10825966.69,26852888.84,-0.6645,1.0641
156,West Bengal,Forest,434.97,196.38,341677634.4,10558046.87,5646859.69,3414173.45,0.67,5828598.0,367125312.41,36020396.11,0.033,40,322413369.98,31633496.53,7.9509,-0.9138
157,Karnataka,Solar Farm,460.82,158.0,291238240.0,11480607.86,3806276.69,947341.64,0.29,2672756.0,310145222.19,102021548.92,0.069,30,253882040.16,83513906.15,1.4885,-0.7307
158,Tamil Nadu,Solar Farm,104.26,127.98,53372779.2,688660.59,997312.4,356667.27,0.8,1668160.0,57083579.46,13302584.46,0.071,40,43386369.91,10110628.23,2.2615,-0.8229
159,Uttar Pradesh,Industrial,10.75,27.39,1177770.0,159232.64,88571.45,68801.99,0.42,90300.0,1584676.08,2405263.82,0.107,20,1293139.15,1962761.26,-0.4624,0.2386
160,Gujarat,Urban,391.03,19.51,30515981.2,6652465.79,1315461.02,1242851.76,0.94,7351364.0,47078123.77,33481508.04,0.075,20,40738235.82,28972640.81,0.2167,-0.3846
161,Gujarat,Agriculture,310.99,178.59,222158816.4,5906078.6,661482.27,1224725.82,0.59,3669682.0,233620785.09,22380900.64,0.062,30,195046395.48,18685469.26,7.7149,-0.92
162,Odisha,Urban,21.44,28.86,2475033.6,319950.88,79870.53,130952.68,0.72,308736.0,3314543.69,5363144.71,0.048,40,2747758.86,4446050.43,-0.4877,0.3414
163,Tamil Nadu,Urban,87.9,35.1,12341160.0,1838055.47,983089.81,112887.8,0.9,1582200.0,16857393.08,5537068.96,0.079,10,15623163.19,5131667.25,1.8216,-0.6956
164,Assam,Wetland,355.98,219.03,311881197.6,8134916.65,4422149.12,1443517.32,0.81,5766876.0,331648656.69,24928820.75,0.111,20,268689147.06,20196383.88,9.7783,-0.9391
165,West Bengal,Agriculture,276.06,206.15,227639076.0,4501974.64,2861778.76,1583928.47,0.75,4140900.0,240727657.87,19436693.21,0.035,10,232587109.05,18779413.73,10.9664,-0.922
166,Tamil Nadu,Wetland,127.32,48.29,24593131.2,3411487.09,617474.22,1245544.48,0.45,1145880.0,31013516.99,12162813.26,0.101,50,19169660.61,7517915.57,0.5761,-0.7576
167,West Bengal,Industrial,331.06,129.57,171581776.8,6251766.43,3757406.23,1011750.04,0.95,6290140.0,188892839.5,97231756.07,0.089,10,173455316.35,89285359.11,0.7839,-0.5273
168,Maharashtra,Industrial,103.77,173.25,71912610.0,706150.72,248890.53,344427.78,0.55,1141470.0,74353549.03,27713659.47,0.095,10,67902784.5,25309278.05,1.4502,-0.6596
169,Uttar Pradesh,Agriculture,372.64,112.12,167121587.2,5085930.39,2542710.5,3684979.6,0.23,1714144.0,180149351.69,99404654.18,0.082,50,121477654.99,67030184.52,0.2221,-0.6279
170,Karnataka,Solar Farm,222.11,184.06,163526266.4,3812900.96,2966168.46,2022604.02,0.52,2309944.0,174637883.84,26477055.51,0.083,50,117218504.72,17771635.73,3.4272,-0.8982
171,West Bengal,Barren Land,456.62,60.56,110611628.8,9394575.03,4662219.36,3469406.61,0.3,2739720.0,130877549.8,104545998.84,0.112,10,117695638.31,94016186.01,0.1258,-0.2816
172,Gujarat,Wetland,93.94,67.01,25179677.6,2751021.38,408892.67,816288.42,0.57,1070916.0,30226796.07,10503221.78,0.108,30,22221472.54,7721528.07,1.1157,-0.7445
173,Karnataka,Solar Farm,225.43,133.56,120433723.2,3151699.46,2188555.84,557198.68,0.49,2209214.0,128540391.18,65905154.96,0.053,30,110091681.16,56446143.04,0.6705,-0.5609
174,Uttar Pradesh,Agriculture,330.08,88.05,116254176.0,8033100.23,1221744.11,3211146.78,0.54,3564864.0,132285031.12,35982884.24,0.037,50,110310517.47,30005591.31,2.0656,-0.7732
175,Maharashtra,Solar Farm,89.03,134.75,47987170.0,1195234.82,1137401.32,434287.25,0.39,694434.0,51448527.39,18187604.54,0.094,30,39293524.24,13890680.96,1.1605,-0.73
176,Maharashtra,Solar Farm,87.69,50.23,17618674.8,518842.94,1014856.21,611571.17,0.56,982128.0,20746073.12,22890826.67,0.103,10,18808769.83,20753242.67,-0.1783,0.0003
177,Maharashtra,Grassland,294.75,218.39,257481810.0,2990542.42,1018348.0,1010328.28,0.24,1414800.0,263915828.7,53878054.59,0.114,20,212664528.09,43415171.84,2.9471,-0.8355
178,Tamil Nadu,Grassland,24.48,39.31,3849235.2,399145.81,346156.39,94135.51,0.58,283968.0,4972640.91,1478425.9,0.043,20,4571076.42,1359035.95,2.0919,-0.7267
179,Maharashtra,Wetland,493.38,241.63,476861637.6,2527832.19,7091623.68,3331340.95,0.85,8387460.0,498199894.42,80758887.49,0.076,50,345415859.92,55992385.55,3.2771,-0.8876
180,Odisha,Agriculture,246.98,170.05,167995796.0,2097176.67,590197.4,931452.83,0.73,3605908.0,175220530.9,24812441.4,0.091,30,134930689.65,19107120.68,4.438,-0.891
181,Karnataka,Grassland,485.11,32.54,63141917.6,10582700.34,3768699.7,4275410.4,0.33,3201726.0,84970454.04,108255443.92,0.105,20,69589446.6,88659481.93,-0.3572,0.0434
182,Maharashtra,Urban,472.58,173.98,328877873.6,8236771.25,4740929.23,4168224.06,0.63,5954508.0,351978306.14,27219079.17,0.114,30,254601128.59,19688736.93,8.3538,-0.9441
183,Uttar Pradesh,Industrial,346.32,172.36,238766860.8,3598915.47,3659047.81,1573948.09,0.69,4779216.0,252377988.17,26544824.56,0.089,10,231752055.25,24375412.82,7.7306,-0.9034
184,Karnataka,Industrial,499.71,21.57,43114978.8,14706142.79,3642787.7,4415827.86,0.79,7895418.0,73775155.15,95821423.94,0.096,50,46650613.63,60591241.28,-0.5132,-0.1787
185,Tamil Nadu,Agriculture,439.87,106.99,188246765.2,5795651.92,4697245.93,3637994.75,0.77,6773998.0,209151655.8,109727072.43,0.069,50,149821030.9,78600492.29,0.3654,-0.6242
186,Karnataka,Agriculture,409.83,38.85,63687582.0,7627849.18,850340.93,1607055.1,0.47,3852402.0,77625229.21,61082363.55,0.093,10,71020337.8,55885053.57,0.1627,-0.2801
187,Tamil Nadu,Industrial,197.34,117.69,92899778.4,2158623.97,1352227.61,600984.49,0.25,986700.0,97998314.47,39638136.35,0.09,20,82483220.66,33362626.34,1.0809,-0.6596
188,Uttar Pradesh,Urban,311.65,121.24,151137784.0,4517255.96,4121053.11,1767596.55,0.56,3490480.0,165034169.62,17580337.45,0.061,10,155545871.46,16569592.32,7.8477,-0.8996
189,Karnataka,Forest,193.2,105.72,81700416.0,3768232.54,1726596.16,1250225.38,0.77,2975280.0,91420750.08,48927211.18,0.095,30,69630966.39,37265598.83,0.4232,-0.5924
190,Odisha,Agriculture,477.98,14.38,27493409.6,4729349.04,1002953.74,3263299.67,0.87,8316852.0,44805864.05,52993917.03,0.113,20,36169668.48,42779498.87,-0.3175,-0.0452
191,Assam,Solar Farm,34.83,234.26,32637103.2,480325.45,115582.34,187136.22,0.39,271674.0,33691821.21,4222030.79,0.058,40,26889443.65,3369602.92,5.3688,-0.9
192,Karnataka,Solar Farm,402.5,139.4,224434000.0,5145033.72,3998571.52,2996755.82,0.4,3220000.0,239794361.06,61738378.34,0.041,10,230350010.62,59306799.56,2.7311,-0.7527
193,West Bengal,Wetland,94.67,173.47,65689619.6,902769.21,835663.83,698798.69,0.28,530152.0,68657003.33,18160361.96,0.053,20,61919594.2,16378259.88,2.4096,-0.7614
194,Tamil Nadu,Industrial,481.65,126.05,242847930.0,12113407.79,4408515.98,669836.82,0.67,6454110.0,266493800.59,138643354.94,0.084,10,245842989.47,127899773.93,0.7732,-0.5201
195,Tamil Nadu,Barren Land,410.5,222.21,364868820.0,4393168.66,1952577.29,2667769.26,0.51,4187100.0,378069435.21,106715766.21,0.111,40,248150601.79,70044227.7,1.3253,-0.8147
196,Karnataka,Forest,179.94,66.85,48115956.0,4410894.03,1002711.77,1512130.98,0.52,1871376.0,56913068.78,39026732.22,0.039,20,52720668.5,36151897.2,0.3509,-0.3648
197,Tamil Nadu,Wetland,313.81,118.42,148645520.8,6171140.05,1313039.0,2394955.15,0.85,5334770.0,163859425.0,32694279.17,0.039,50,135329877.52,27001881.62,3.1393,-0.8352
198,Uttar Pradesh,Agriculture,16.7,164.07,10959876.0,336961.76,152088.01,51561.65,0.49,163660.0,11664147.42,3316938.7,0.075,40,8734119.77,2483725.46,1.6332,-0.7871
199,Uttar Pradesh,Wetland,493.95,42.75,84465450.0,11053916.31,3584172.32,2397532.8,0.74,7310460.0,108811531.43,110204709.24,0.119,30,77657724.9,78652022.27,-0.2953,-0.2772
200,Assam,Forest,68.56,34.99,9595657.6,1584316.73,652624.69,237728.1,0.26,356512.0,12426839.12,4896182.4,0.11,30,9086397.66,3580046.37,0.8558,-0.7119
201,West Bengal,Wetland,99.97,87.61,35033486.8,1066321.01,661296.75,162432.71,0.59,1179646.0,38103183.27,6688307.0,0.102,30,28471901.73,4997714.19,3.257,-0.8688
202,Odisha,Solar Farm,120.69,139.6,67393296.0,3258868.63,1262587.07,699594.08,0.44,1062072.0,73676417.78,16082000.22,0.09,10,67593043.83,14754128.64,3.203,-0.7997
203,Karnataka,Agriculture,497.1,168.84,335721456.0,9417353.42,5715882.79,2578383.39,0.25,2485500.0,355918575.6,94734436.79,0.116,20,285773705.05,76064057.49,2.0166,-0.7863
204,Uttar Pradesh,Wetland,91.77,175.6,64459248.0,919842.12,822787.79,171617.98,0.54,991116.0,67364611.89,21936777.17,0.061,40,53158201.18,17310566.8,1.4232,-0.743
205,Maharashtra,Agriculture,334.13,200.91,268520233.2,9415598.12,1687472.46,1534940.84,0.31,2071606.0,283229850.62,99611128.14,0.113,30,205425110.99,72247423.81,1.0623,-0.7449
206,Odisha,Solar Farm,272.28,212.09,230991460.8,4907560.95,2751828.84,490681.2,0.77,4193112.0,243334643.79,22307456.83,0.104,30,180840926.79,16578408.67,7.1067,-0.9319
207,Gujarat,Agriculture,392.1,180.1,282468840.0,2314962.13,2329336.17,1320597.95,0.47,3685740.0,292119476.25,28196180.25,0.114,30,211302648.6,20395516.39,6.494,-0.9302
208,Odisha,Grassland,279.13,83.33,93039611.6,4165886.27,2181019.39,1787925.07,0.59,3293734.0,104468176.33,78113970.37,0.075,10,97179698.91,72664158.48,0.2441,-0.3044
209,Maharashtra,Solar Farm,496.12,214.34,425353443.2,5066755.91,6994169.67,1015705.28,0.81,8037144.0,446467218.06,72014707.09,0.109,10,402585408.53,64936615.95,4.5903,-0.8546
210,West Bengal,Barren Land,434.69,203.42,353698559.2,10758908.26,2591112.67,751263.23,0.5,4346900.0,372146743.36,40591842.85,0.093,50,238568672.03,26021837.4,4.8773,-0.9301
211,Uttar Pradesh,Grassland,176.32,244.15,172194112.0,3707004.92,2237897.05,386620.75,0.85,2997440.0,181523074.72,49491136.96,0.074,50,127031209.28,34634268.87,1.5667,-0.8092
212,Assam,Urban,305.1,193.55,236208420.0,2859081.63,2603527.83,1399788.81,0.31,1891620.0,244962438.27,43288688.06,0.036,10,236450229.99,41784447.93,4.4622,-0.8294
213,Assam,Grassland,17.78,42.44,3018332.8,517004.67,162578.26,172330.86,0.52,184912.0,4055158.59,2275022.71,0.076,30,3255150.18,1826202.46,0.4308,-0.5497
214,Karnataka,Agriculture,222.56,35.36,31478886.4,4678357.61,1070178.95,1463619.46,0.69,3071328.0,41762370.42,19586662.83,0.036,40,36253181.01,17002838.34,0.8509,-0.5929
215,Uttar Pradesh,Forest,391.48,120.35,188458472.0,2526649.07,5846073.46,595059.41,0.72,5637312.0,203063565.94,115846656.42,0.052,20,183484984.19,104677182.35,0.5839,-0.4845
216,Gujarat,Solar Farm,75.41,39.13,11803173.2,948799.47,249878.24,545172.98,0.25,377050.0,13924073.89,13374380.67,0.12,50,7900893.47,7588982.77,-0.4093,-0.455
217,Odisha,Agriculture,407.92,157.65,257234352.0,5162774.42,4124334.66,2342836.79,0.52,4242368.0,273106665.87,33725844.22,0.11,40,179903820.05,22216258.22,4.3343,-0.9187
218,Tamil Nadu,Forest,227.64,56.71,51637857.6,3231118.47,1680822.46,1923066.54,0.75,3414600.0,61887465.07,55163141.5,0.031,20,58221764.55,51895734.18,0.0554,-0.1614
219,West Bengal,Barren Land,211.0,125.52,105938880.0,1156239.26,1134667.63,1654790.37,0.3,1266000.0,111150577.26,38787609.43,0.049,10,105958605.59,36975795.45,1.7318,-0.6673
220,Karnataka,Industrial,11.0,67.89,2987160.0,323365.28,136619.81,105998.09,0.57,125400.0,3678543.18,851774.55,0.079,30,2928272.74,678047.82,2.4378,-0.8157
221,Tamil Nadu,Agriculture,229.92,212.65,195569952.0,1713378.67,1919173.23,540412.7,0.44,2023296.0,201766212.6,53879284.81,0.073,50,141856693.25,37881155.02,1.6329,-0.8123
222,Assam,Wetland,191.06,104.67,79993000.8,3149847.49,2331928.39,1725035.31,0.92,3515504.0,90715315.99,47139440.24,0.058,10,85742264.64,44555236.52,0.8189,-0.5088
223,Assam,Agriculture,345.63,115.02,159017450.4,3928695.18,4469455.77,465161.69,0.88,6083088.0,173963851.04,57156614.02,0.087,50,114633431.4,37663334.96,1.0056,-0.7835
224,Uttar Pradesh,Agriculture,331.38,224.83,298016661.6,6931389.98,3307549.05,530164.38,0.59,3910284.0,312696049.01,29009750.87,0.096,30,237514830.02,22034963.57,7.1874,-0.9295
225,Maharashtra,Forest,258.55,173.25,179175150.0,1562113.21,802098.68,1925398.71,0.25,1292750.0,184757510.6,17533356.74,0.031,50,158602042.37,15051221.35,8.0457,-0.9185
226,Assam,Grassland,478.47,187.0,357895560.0,6617855.04,2801423.93,1984372.54,0.78,7464132.0,376763343.51,103034999.07,0.047,10,359850375.85,98409741.23,2.4925,-0.7388
227,Assam,Wetland,91.18,33.61,12258239.2,1961060.05,1088401.49,308682.4,0.22,401192.0,16017575.14,6432103.16,0.117,20,12837794.63,5155213.49,0.9959,-0.6782
228,Gujarat,Solar Farm,151.25,194.61,117739050.0,3118259.12,1053488.82,431241.79,0.29,877250.0,123219289.73,30817677.85,0.1,40,84160432.85,21048888.63,1.7309,-0.8292
229,Odisha,Solar Farm,323.73,137.27,177753668.4,1958171.74,4723335.34,2650839.71,0.42,2719332.0,189805347.19,95497948.68,0.084,10,175097183.75,88097738.63,0.8335,-0.5359
230,Uttar Pradesh,Urban,293.3,189.54,222368328.0,7418801.97,3089687.28,631434.34,0.45,2639700.0,236147951.59,82716732.93,0.05,20,214193153.37,75026515.13,1.5895,-0.6823
231,Gujarat,Industrial,189.22,113.7,86057256.0,3024705.3,1886185.56,1795259.29,0.38,1438072.0,94201478.15,15208622.61,0.048,50,74516303.74,12030494.26,3.8996,-0.8723
232,Maharashtra,Solar Farm,444.03,164.99,293042038.8,5393929.79,5598023.95,3886297.08,0.83,7370898.0,315291187.62,124209237.18,0.053,30,270039141.64,106382154.37,1.1741,-0.6626
233,Maharashtra,Urban,378.75,120.53,182602950.0,9866423.8,4344405.97,3025465.23,0.69,5226750.0,205065995.0,35737786.61,0.079,20,176137066.98,30696210.33,3.9286,-0.8503
234,Karnataka,Agriculture,492.41,234.97,462806310.8,2993529.48,2039854.02,1076191.09,0.74,7287668.0,476203553.39,125291918.57,0.049,40,393269873.94,103471586.2,2.1388,-0.7827
235,Maharashtra,Barren Land,255.4,211.77,216344232.0,5955937.86,2311135.97,1612373.2,0.58,2962640.0,229186319.03,31768468.62,0.081,30,181431047.33,25148911.85,4.711,-0.8903
236,Uttar Pradesh,Solar Farm,346.0,219.6,303926400.0,7233920.21,4115524.67,844463.07,0.55,3806000.0,319926307.95,18107185.12,0.052,40,261208313.33,14783864.81,13.4257,-0.9538
237,Karnataka,Forest,364.6,248.03,361726952.0,2727008.38,2632202.76,2989952.88,0.35,2552200.0,372628316.02,68825993.13,0.096,20,310209251.31,57296933.38,3.5072,-0.8462
238,Tamil Nadu,Urban,309.91,55.13,68341353.2,4302980.79,3777583.86,1855753.05,0.2,1239640.0,79517310.9,74455161.61,0.033,40,69832951.62,65387318.05,-0.0621,-0.1777
239,Uttar Pradesh,Forest,374.14,58.6,87698416.0,10832040.3,2537877.58,1475003.75,0.31,2319668.0,104863005.63,47291690.3,0.109,10,94556362.16,42643544.0,0.9994,-0.5933
240,West Bengal,Wetland,498.19,98.39,196067656.4,8078283.26,5672850.77,4471634.88,0.64,6376832.0,220667257.31,73673046.89,0.067,30,181653863.42,60647844.91,1.4657,-0.7252
241,Odisha,Forest,349.33,10.77,15049136.4,7157678.58,2313056.85,2846262.58,0.27,1886382.0,29252516.41,68835674.48,0.073,30,23679038.61,55720423.2,-0.656,0.9048
242,West Bengal,Industrial,322.95,25.56,33018408.0,6297394.1,3003208.82,1952536.6,0.65,4198350.0,48469897.52,70763830.08,0.102,20,39912498.25,58270419.14,-0.436,0.2022
243,Tamil Nadu,Grassland,138.56,208.01,115287462.4,2418757.68,415923.54,211575.35,0.45,1247040.0,119580758.97,34116831.29,0.094,10,109305995.4,31185403.37,2.2039,-0.7392
244,Maharashtra,Urban,395.36,134.14,212134361.6,6327726.9,1548578.8,1563148.58,0.53,4190816.0,225764631.88,28525266.47,0.05,20,204775176.31,25873257.57,6.1787,-0.8854
245,Odisha,Solar Farm,301.12,186.56,224707788.8,9021160.07,4254968.12,2042523.1,0.52,3131648.0,243158088.09,62947432.02,0.101,20,200592218.69,51928213.24,2.1867,-0.7864
246,Gujarat,Grassland,63.58,108.38,27563201.6,1652765.73,444413.29,390816.75,0.64,813824.0,30865021.37,6111250.04,0.063,10,29035767.99,5749059.3,3.7512,-0.8137
247,West Bengal,Solar Farm,170.58,16.29,11114992.8,956065.78,2185481.46,589803.77,0.59,2012844.0,16859187.81,21268152.09,0.115,10,15120347.81,19074575.87,-0.2891,0.1314
248,Uttar Pradesh,Industrial,133.35,113.12,60338208.0,3576214.47,1726233.93,356699.62,0.8,2133600.0,68130956.02,21942305.34,0.073,20,59175922.8,19058240.82,1.6969,-0.7203
249,Assam,Grassland,71.07,29.34,8340775.2,1648716.16,600825.42,350492.81,0.75,1066050.0,12006859.59,17154750.43,0.044,30,10551833.65,15075888.2,-0.3849,0.2556
250,Assam,Forest,307.06,42.48,52175635.2,7303230.85,3236540.45,2950702.77,0.25,1535300.0,67201409.27,19732805.67,0.055,40,54246102.74,15928651.13,1.749,-0.763
251,Karnataka,Solar Farm,134.54,69.27,37278343.2,3720887.28,705541.29,463833.05,0.77,2071916.0,44240520.82,21853999.6,0.1,10,40218655.29,19867272.36,0.8403,-0.5509
252,Assam,Solar Farm,37.36,127.02,18981868.8,218195.1,105149.41,342140.53,0.3,224160.0,19871513.84,6840809.17,0.067,40,15331098.57,5277761.95,1.2411,-0.7344
253,Uttar Pradesh,Wetland,176.93,225.96,159916411.2,981180.34,1880636.02,1711010.4,0.62,2193932.0,166683169.96,50284499.55,0.035,10,161046541.02,48584057.54,2.2027,-0.7085
254,Gujarat,Grassland,212.3,72.44,61516048.0,4940332.27,3132881.84,702451.99,0.69,2929740.0,73221454.1,21129031.86,0.081,50,49603221.12,14313674.21,1.3476,-0.8045
255,Karnataka,Solar Farm,234.65,243.28,228342608.0,4743023.11,1535451.71,475603.18,0.31,1454830.0,236551516.0,24950154.4,0.053,30,202600550.99,21369193.12,7.1202,-0.9097
256,Odisha,Forest,426.05,144.69,246580698.0,7705017.44,1487764.61,3724212.65,0.74,6305540.0,265803232.7,28510026.4,0.094,30,203005728.2,21774372.76,6.1205,-0.9181
257,Gujarat,Solar Farm,274.05,29.61,32458482.0,4510182.27,2274903.23,682924.61,0.91,4987710.0,44914202.11,71936437.64,0.09,40,31818353.11,50961586.02,-0.5577,0.1346
258,Gujarat,Barren Land,233.84,108.82,101785875.2,4974790.89,2125749.25,364897.49,0.58,2712544.0,111963856.83,58834355.46,0.071,20,97611032.94,51292286.38,0.6591,-0.5419
259,Tamil Nadu,Grassland,30.72,198.71,24417484.8,308247.38,164722.82,76258.01,0.45,276480.0,25243193.01,7347851.56,0.077,50,17420706.8,5070862.77,1.3709,-0.7991
260,West Bengal,Grassland,106.42,220.68,93939062.4,2872227.53,1417250.43,335134.24,0.54,1149336.0,99713010.6,31526649.8,0.099,10,90730673.89,28686669.52,1.8779,-0.7123
261,West Bengal,Solar Farm,18.45,25.65,1892970.0,306238.35,254976.47,107901.43,0.57,210330.0,2772416.25,1408997.44,0.089,50,1810168.64,919963.94,0.2847,-0.6682
262,West Bengal,Agriculture,411.94,101.3,166918088.0,10047338.65,5988864.67,1167396.0,0.59,4860892.0,188982579.32,50167902.61,0.101,50,116811386.08,31009113.44,1.3284,-0.8359
263,Tamil Nadu,Industrial,290.91,162.3,188858772.0,7257580.2,2079313.01,2686789.67,0.6,3490920.0,204373374.88,26033159.38,0.093,40,143200214.61,18240898.61,4.5007,-0.9107
264,West Bengal,Grassland,397.66,86.02,136826852.8,10509947.58,5479700.05,1388684.55,0.94,7476008.0,161681192.98,33871836.56,0.048,20,147209873.57,30840128.56,3.3461,-0.8093
265,Odisha,Grassland,96.19,224.56,86401705.6,2054360.02,382581.84,477382.39,0.66,1269708.0,90585737.85,6816602.58,0.109,20,73654067.22,5542489.54,9.8051,-0.9388
266,Tamil Nadu,Grassland,402.78,131.25,211459500.0,11752381.45,2993014.97,3970199.59,0.7,5638920.0,235814016.01,84047223.86,0.045,30,206643021.42,73650296.85,1.4587,-0.6877
267,Karnataka,Urban,441.55,112.6,198874120.0,3998604.01,955469.06,2665991.1,0.6,5298600.0,211792784.17,101485147.99,0.11,20,171895774.83,82367622.75,0.6938,-0.6111
268,Odisha,Industrial,44.31,185.56,32888654.4,429155.58,582955.73,370944.34,0.61,540582.0,34812292.05,10083214.6,0.058,50,26260577.94,7606251.34,1.6044,-0.7815
269,Assam,Urban,238.23,207.19,197435494.8,3926418.7,1584557.65,1297856.08,0.82,3906972.0,208151299.23,31875653.28,0.046,10,198997418.0,30473855.91,5.2429,-0.8536
